date,close,vix,volume,adl,ext_phi,mom_phi,vix_phi,adl_phi,ext_score,mom_score,vix_score,adl_score,ext_state,mom_state,vix_state,adl_state,mrs_score,regime
1999-08-30,59.03125,24.63,10141602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-08-31,59.6875,24.45,14590398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-01,60.117185,22.93,10752000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-02,59.90625,24.53,14583204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-03,62.65625,20.98,14195398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-07,62.375,23.44,9009000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-08,61.53125,23.82,14303398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-09,62.40625,23.01,12677602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-10,63.125,22.03,10251000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-13,62.367185,22.89,7240800,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-14,62.710935,23.77,10022602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-15,61.5,24.56,16096000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-16,61.46875,25.25,15371000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-17,63.3125,23.3,14506398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-20,63.460935,24.03,6187200,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-21,61.9375,25.65,12265796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-22,62.59375,25.19,12441796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-23,60.0,27.84,19766000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-24,60.078125,27.79,23570796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-27,60.5,26.4,12608796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-28,60.78125,26.06,20622000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-29,59.5625,26.49,15557000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-09-30,60.1875,25.41,17604204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-01,60.210935,24.93,19607398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-04,61.5625,24.46,12434204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-05,62.0,24.79,19526398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-06,63.242185,22.06,19098204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-07,63.09375,23.58,22013602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-08,63.75781,20.49,22523204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-11,64.65625,20.63,13016000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-12,63.1875,22.84,20182796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-13,61.3125,25.96,22570602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-14,61.69531,26.05,22130398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-15,59.875,28.75,33703008,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-18,59.117185,28.19,24714796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-19,59.4375,26.56,26657204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-20,61.25,23.9,22486398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-21,62.25,24.02,22454796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-22,61.96875,21.64,16589398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-25,62.0,23.6,13855398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-26,61.5,24.26,13542398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-27,61.40625,24.2,15225204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-28,63.53125,21.34,14103796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-10-29,65.75,22.2,18998000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-01,65.40625,22.09,9681796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-02,65.44531,23.1,12834796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-03,66.75,23.16,18752602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-04,67.5,23.0,20048602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-05,68.1875,21.66,15134602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-08,69.5625,21.87,10890796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-09,69.09375,22.7,14629796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-10,70.0,22.26,16561000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-11,71.25,22.07,18501398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-12,72.1875,21.65,28646602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-15,72.046875,22.74,10909398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-16,73.875,20.73,19126398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-17,72.875,20.96,21683602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-18,75.109375,19.76,17738398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-19,75.78125,19.11,17939796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-22,77.5,19.98,18841602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-23,74.96875,21.0,24047602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-24,77.4375,20.26,18617796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-26,77.6875,22.33,8045200,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-29,76.40625,23.57,20485204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-11-30,74.0,24.18,23697796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-01,75.09375,22.23,23205796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-02,77.47656,21.77,17229204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-03,79.125,19.32,21444602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-06,79.84375,20.58,16018398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-07,79.84375,21.09,23397000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-08,78.875,21.25,19563000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-09,79.0,21.19,28444398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-10,79.5,21.48,20427602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-13,80.992185,21.72,16209204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-14,79.53125,23.06,27760000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-15,81.0,22.03,31796602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-16,83.125,21.91,27217602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-17,83.78125,21.35,23892398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-20,84.875,23.78,15391398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-21,88.6875,22.66,26003398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-22,89.15625,22.43,22313602,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-23,89.65625,21.12,17542000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-27,89.6875,23.07,19282796,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-28,89.1875,22.97,15345398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-29,92.5,23.09,16512398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-30,91.5,23.91,21887000,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
1999-12-31,91.375,23.4,14453204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
2000-01-03,94.75,24.21,36358016,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
2000-01-04,88.00781,27.01,33782784,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
2000-01-05,86.1875,26.41,42498400,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
2000-01-06,80.75,25.73,37009408,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
2000-01-07,88.5,21.72,28129398,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
2000-01-10,92.25,21.71,29672204,,,,,,0.0,0.0,0.0,0.0,No data,No data,No data,No data,0.0,NEUTRAL
